x	(1, 1)	0.0
x	(1, 2)	0.0
x	(1, 3)	0.0
x	(1, 4)	0.0
x	(1, 5)	0.0
x	(1, 6)	0.0
x	(1, 7)	0.0
x	(1, 8)	0.0
x	(1, 9)	0.0
x	(1, 10)	0.0
x	(1, 11)	0.0
x	(1, 12)	0.0
x	(1, 13)	0.0
x	(1, 14)	0.0
x	(1, 15)	0.0
x	(1, 16)	0.0
x	(1, 17)	0.0
x	(1, 18)	0.0
x	(1, 19)	0.0
x	(1, 20)	0.0
x	(1, 21)	0.0
x	(1, 22)	0.0
x	(1, 23)	0.0
x	(1, 24)	1.0
x	(1, 25)	0.0
x	(1, 26)	0.9375
x	(1, 27)	0.0
x	(1, 28)	0.9375
x	(1, 29)	0.0
x	(1, 30)	0.0
x	(1, 31)	0.0
x	(1, 32)	0.0
x	(1, 33)	0.0
x	(1, 34)	0.0
x	(1, 35)	0.0
x	(1, 36)	0.0
x	(1, 37)	0.0
x	(1, 38)	0.0
x	(1, 39)	0.0
x	(1, 40)	0.0
x	(1, 41)	0.0
x	(1, 42)	0.0
x	(1, 43)	0.0
x	(1, 44)	0.0
x	(1, 45)	0.0
x	(1, 46)	0.0
x	(1, 47)	0.0
x	(1, 48)	0.0
x	(2, 1)	1.0
x	(2, 2)	0.0
x	(2, 3)	1.0
x	(2, 4)	1.0
x	(2, 5)	0.5
x	(2, 6)	0.25
x	(2, 7)	0.125
x	(2, 8)	0.0
x	(2, 9)	0.0
x	(2, 10)	0.0
x	(2, 11)	0.0
x	(2, 12)	0.0
x	(2, 13)	1.0
x	(2, 14)	0.0
x	(2, 15)	1.0
x	(2, 16)	1.0
x	(2, 17)	0.0
x	(2, 18)	1.0
x	(2, 19)	0.0
x	(2, 20)	0.0
x	(2, 21)	0.0
x	(2, 22)	0.0
x	(2, 23)	0.0
x	(2, 24)	0.0
x	(2, 25)	1.0
x	(2, 26)	0.0
x	(2, 27)	0.0
x	(2, 28)	0.0
x	(2, 29)	0.0
x	(2, 30)	0.0
x	(2, 31)	1.0
x	(2, 32)	0.0
x	(2, 33)	1.0
x	(2, 34)	1.0
x	(2, 35)	0.5
x	(2, 36)	0.25
x	(2, 37)	0.125
x	(2, 38)	0.0625
x	(2, 39)	0.0
x	(2, 40)	0.0
x	(2, 41)	1.0
x	(2, 42)	0.53125
x	(2, 43)	0.0
x	(2, 44)	0.765625
x	(2, 45)	0.3828125
x	(2, 46)	0.19140625
x	(2, 47)	0.095703125
x	(2, 48)	0.0478515625
y	(1, 1)	0.0
y	(1, 2)	1.0
y	(1, 3)	0.0
y	(1, 4)	0.0
y	(1, 5)	0.0
y	(1, 6)	0.0
y	(1, 7)	0.0
y	(1, 8)	1.0
y	(1, 9)	1.0
y	(1, 10)	0.9375
y	(1, 11)	0.46875
y	(1, 12)	0.234375
y	(1, 13)	0.0
y	(1, 14)	0.6171875
y	(1, 15)	0.0
y	(1, 16)	0.0
y	(1, 17)	0.6171875
y	(1, 18)	0.0
y	(1, 19)	1.0
y	(1, 20)	1.0
y	(1, 21)	0.5
y	(1, 22)	0.0
y	(1, 23)	0.0
y	(1, 24)	0.0
y	(1, 25)	0.0
y	(1, 26)	0.0
y	(1, 27)	0.0
y	(1, 28)	0.0
y	(1, 29)	0.0
y	(1, 30)	1.0
y	(1, 31)	0.0
y	(1, 32)	1.0
y	(1, 33)	0.0
y	(1, 34)	0.0
y	(1, 35)	0.0
y	(1, 36)	0.0
y	(1, 37)	0.0
y	(1, 38)	0.0
y	(1, 39)	1.0
y	(1, 40)	1.0
y	(1, 41)	0.0
y	(1, 42)	0.0
y	(1, 43)	1.0
y	(1, 44)	0.0
y	(1, 45)	0.0
y	(1, 46)	0.0
y	(1, 47)	0.0
y	(1, 48)	0.0
y	(2, 1)	0.0
y	(2, 2)	0.0
y	(2, 3)	0.0
y	(2, 4)	0.0
y	(2, 5)	0.0
y	(2, 6)	0.0
y	(2, 7)	0.0
y	(2, 8)	0.0
y	(2, 9)	0.0
y	(2, 10)	0.0
y	(2, 11)	0.0
y	(2, 12)	0.0
y	(2, 13)	0.0
y	(2, 14)	0.0
y	(2, 15)	0.0
y	(2, 16)	0.0
y	(2, 17)	0.0
y	(2, 18)	0.0
y	(2, 19)	0.0
y	(2, 20)	0.0
y	(2, 21)	0.0
y	(2, 22)	0.25
y	(2, 23)	0.125
y	(2, 24)	0.0
y	(2, 25)	0.0
y	(2, 26)	0.0
y	(2, 27)	1.0
y	(2, 28)	0.0
y	(2, 29)	1.0
y	(2, 30)	0.0
y	(2, 31)	0.0
y	(2, 32)	0.0
y	(2, 33)	0.0
y	(2, 34)	0.0
y	(2, 35)	0.0
y	(2, 36)	0.0
y	(2, 37)	0.0
y	(2, 38)	0.0
y	(2, 39)	0.0
y	(2, 40)	0.0
y	(2, 41)	0.0
y	(2, 42)	0.0
y	(2, 43)	0.0
y	(2, 44)	0.0
y	(2, 45)	0.0
y	(2, 46)	0.0
y	(2, 47)	0.0
y	(2, 48)	0.0
v	1	2.0
v	2	3.0
v	3	2.0
v	4	1.0
v	5	0.5
v	6	0.25
v	7	0.125
v	8	1.125
v	9	2.125
v	10	3.0625
v	11	3.53125
v	12	3.765625
v	13	2.765625
v	14	3.3828125
v	15	2.3828125
v	16	1.3828125
v	17	2.0
v	18	1.0
v	19	2.0
v	20	3.0
v	21	3.5
v	22	3.75
v	23	3.875
v	24	2.875
v	25	1.875
v	26	0.9375
v	27	1.9375
v	28	1.0
v	29	2.0
v	30	3.0
v	31	2.0
v	32	3.0
v	33	2.0
v	34	1.0
v	35	0.5
v	36	0.25
v	37	0.125
v	38	0.0625
v	39	1.0625
v	40	2.0625
v	41	1.0625
v	42	0.53125
v	43	1.53125
v	44	0.765625
v	45	0.3828125
v	46	0.19140625
v	47	0.095703125
v	48	0.0478515625
mode	1	1.0
mode	2	0.0
mode	3	1.0
mode	4	1.0
mode	5	1.0
mode	6	1.0
mode	7	1.0
mode	8	0.0
mode	9	0.0
mode	10	0.0
mode	11	0.0
mode	12	0.0
mode	13	1.0
mode	14	0.0
mode	15	1.0
mode	16	1.0
mode	17	0.0
mode	18	1.0
mode	19	0.0
mode	20	0.0
mode	21	0.0
mode	22	0.0
mode	23	0.0
mode	24	1.0
mode	25	1.0
mode	26	1.0
mode	27	0.0
mode	28	1.0
mode	29	0.0
mode	30	0.0
mode	31	1.0
mode	32	0.0
mode	33	1.0
mode	34	1.0
mode	35	1.0
mode	36	1.0
mode	37	1.0
mode	38	1.0
mode	39	0.0
mode	40	0.0
mode	41	1.0
mode	42	1.0
mode	43	0.0
mode	44	1.0
mode	45	1.0
mode	46	1.0
mode	47	1.0
mode	48	1.0
used		0.0
mode_3		1.0
z_dch	1	0.0
z_dch	2	0.0
z_dch	3	0.0
z_dch	4	0.0
z_dch	5	0.0
z_dch	6	0.0
z_dch	7	0.0
z_dch	8	0.0
z_dch	9	0.0
z_dch	10	0.0
z_dch	11	0.0
z_dch	12	0.0
z_dch	13	0.0
z_dch	14	0.0
z_dch	15	0.0
z_dch	16	0.0
z_dch	17	0.0
z_dch	18	0.0
z_dch	19	0.0
z_dch	20	0.0
z_dch	21	0.0
z_dch	22	0.0
z_dch	23	0.0
z_dch	24	0.0
z_dch	25	0.0
z_dch	26	0.0
z_dch	27	0.0
z_dch	28	0.0
z_dch	29	0.0
z_dch	30	0.0
z_dch	31	0.0
z_dch	32	0.0
z_dch	33	0.0
z_dch	34	0.0
z_dch	35	0.0
z_dch	36	0.0
z_dch	37	0.0
z_dch	38	0.0
z_dch	39	0.0
z_dch	40	0.0
z_dch	41	0.0
z_dch	42	0.0
z_dch	43	0.0
z_dch	44	0.0
z_dch	45	0.0
z_dch	46	0.0
z_dch	47	0.0
z_dch	48	0.0
z_ch	1	0.0
z_ch	2	0.0
z_ch	3	0.0
z_ch	4	0.0
z_ch	5	0.0
z_ch	6	0.0
z_ch	7	0.0
z_ch	8	0.0
z_ch	9	0.0
z_ch	10	0.0
z_ch	11	0.0
z_ch	12	0.0
z_ch	13	0.0
z_ch	14	0.0
z_ch	15	0.0
z_ch	16	0.0
z_ch	17	0.0
z_ch	18	0.0
z_ch	19	0.0
z_ch	20	0.0
z_ch	21	0.0
z_ch	22	0.0
z_ch	23	0.0
z_ch	24	0.0
z_ch	25	0.0
z_ch	26	0.0
z_ch	27	0.0
z_ch	28	0.0
z_ch	29	0.0
z_ch	30	0.0
z_ch	31	0.0
z_ch	32	0.0
z_ch	33	0.0
z_ch	34	0.0
z_ch	35	0.0
z_ch	36	0.0
z_ch	37	0.0
z_ch	38	0.0
z_ch	39	0.0
z_ch	40	0.0
z_ch	41	0.0
z_ch	42	0.0
z_ch	43	0.0
z_ch	44	0.0
z_ch	45	0.0
z_ch	46	0.0
z_ch	47	0.0
z_ch	48	0.0
